Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
32.80,0.901056,0.917324
32.81,0.901000,0.913282
32.82,0.900944,0.912864
32.83,0.900889,0.916437
32.84,0.900833,0.916628
32.85,0.900778,0.915049
32.86,0.900722,0.911366
32.87,0.900667,0.906320
32.88,0.900611,0.909223
32.89,0.900556,0.905072
32.90,0.900500,0.898805
32.91,0.900444,0.897229
32.92,0.900389,0.902670
32.93,0.900333,0.903748
32.94,0.900278,0.901037
32.95,0.900222,0.899161
32.96,0.900167,0.899328
32.97,0.900111,0.894882
32.98,0.900056,0.894081
32.99,0.900000,0.889462
33.00,0.899944,0.885890
33.01,0.899889,0.883867
33.02,0.899833,0.887819
33.03,0.899778,0.884511
33.04,0.899722,0.884679
33.05,0.899667,0.888300
33.06,0.899611,0.882970
33.07,0.899556,0.889020
33.08,0.899500,0.893985
33.09,0.899444,0.893345
33.10,0.899389,0.895496
33.11,0.899333,0.898898
33.12,0.899278,0.899586
33.13,0.899222,0.896943
33.14,0.899167,0.896146
33.15,0.899111,0.895984
33.16,0.899056,0.891503
33.17,0.899000,0.894548
33.18,0.898944,0.895039
33.19,0.898889,0.892427
33.20,0.898833,0.894669
33.21,0.898778,0.896076
33.22,0.898722,0.898989
33.23,0.898667,0.893094
33.24,0.898611,0.894700
33.25,0.898556,0.889455
33.26,0.898500,0.886668
33.27,0.898444,0.884187
33.28,0.898389,0.886490
33.29,0.898333,0.884088
33.30,0.898278,0.885619
33.31,0.898222,0.881769
33.32,0.898167,0.882280
33.33,0.898111,0.879057
33.34,0.898056,0.876385
33.35,0.898000,0.880754
33.36,0.897944,0.880975
33.37,0.897889,0.879558
33.38,0.897833,0.874456
33.39,0.897778,0.873833
33.40,0.897722,0.870667
33.41,0.897667,0.870843
33.42,0.897611,0.875979
33.43,0.897556,0.875464
33.44,0.897500,0.873642
33.45,0.897444,0.868604
33.46,0.897389,0.870303
33.47,0.897333,0.864261
33.48,0.897278,0.862965
33.49,0.897222,0.865514
33.50,0.897167,0.868145
33.51,0.897111,0.868919
33.52,0.897056,0.864611
33.53,0.897000,0.867190
33.54,0.896944,0.871254
33.55,0.896889,0.873573
33.56,0.896833,0.872242
33.57,0.896778,0.870166
33.58,0.896722,0.870636
33.59,0.896667,0.871404
33.60,0.896611,0.870283
33.61,0.896556,0.867086
33.62,0.896500,0.861318
33.63,0.896444,0.859917
33.64,0.896389,0.860347
33.65,0.896333,0.863103
33.66,0.896278,0.859384
33.67,0.896222,0.856078
33.68,0.896167,0.856684
33.69,0.896111,0.855868
33.70,0.896056,0.858122
33.71,0.896000,0.860074
33.72,0.895944,0.862206
33.73,0.895889,0.867566
33.74,0.895833,0.869727
33.75,0.895778,0.868935
33.76,0.895722,0.876381
33.77,0.895667,0.877441
33.78,0.895611,0.872130
33.79,0.895556,0.867117
33.80,0.895500,0.870466
33.81,0.895444,0.867371
33.82,0.895389,0.869846
33.83,0.895333,0.870060
33.84,0.895278,0.869871
33.85,0.895222,0.868038
33.86,0.895167,0.869234
33.87,0.895111,0.873143
33.88,0.895056,0.877416
33.89,0.895000,0.876389
33.90,0.894944,0.878999
33.91,0.894889,0.879963
33.92,0.894833,0.882240
33.93,0.894778,0.880917
33.94,0.894722,0.886461
33.95,0.894667,0.879986
33.96,0.894611,0.878874
33.97,0.894556,0.880304
33.98,0.894500,0.880120
33.99,0.894444,0.880569
34.00,0.894389,0.877778
34.01,0.894333,0.883643
34.02,0.894278,0.884231
34.03,0.894222,0.879681
34.04,0.894167,0.886438
34.05,0.894111,0.888837
34.06,0.894056,0.887465
34.07,0.894000,0.885334
34.08,0.893944,0.886259
34.09,0.893889,0.886369
34.10,0.893833,0.885606
34.11,0.893778,0.885732
34.12,0.893722,0.888062
34.13,0.893667,0.887086
34.14,0.893611,0.888430
34.15,0.893556,0.888001
34.16,0.893500,0.883708
34.17,0.893444,0.883717
34.18,0.893389,0.883252
34.19,0.893333,0.879479
34.20,0.893278,0.875568
34.21,0.893222,0.873583
34.22,0.893167,0.869199
34.23,0.893111,0.870474
34.24,0.893056,0.867832
34.25,0.893000,0.866208
34.26,0.892944,0.869853
34.27,0.892889,0.869915
34.28,0.892833,0.871869
34.29,0.892778,0.869335
34.30,0.892722,0.873368
34.31,0.892667,0.877605
34.32,0.892611,0.872924
34.33,0.892556,0.868925
34.34,0.892500,0.867731
34.35,0.892444,0.867200
34.36,0.892389,0.863111
34.37,0.892333,0.862545
34.38,0.892278,0.867150
34.39,0.892222,0.867420
34.40,0.892167,0.869431
34.41,0.892111,0.870822
34.42,0.892056,0.875912
34.43,0.892000,0.880464
34.44,0.891944,0.879956
34.45,0.891889,0.875491
34.46,0.891833,0.874726
34.47,0.891778,0.875890
34.48,0.891722,0.878290
34.49,0.891667,0.877202
34.50,0.891611,0.882744
34.51,0.891556,0.878818
34.52,0.891500,0.875159
34.53,0.891444,0.872317
34.54,0.891389,0.869153
34.55,0.891333,0.871494
34.56,0.891278,0.873604
34.57,0.891222,0.871831
34.58,0.891167,0.873133
34.59,0.891111,0.869140
34.60,0.891056,0.871078
34.61,0.891000,0.871838
34.62,0.890944,0.876332
34.63,0.890889,0.877742
34.64,0.890833,0.872170
34.65,0.890778,0.872098
34.66,0.890722,0.876743
34.67,0.890667,0.877342
34.68,0.890611,0.876726
34.69,0.890556,0.879960
34.70,0.890500,0.882303
34.71,0.890444,0.876343
34.72,0.890389,0.873746
34.73,0.890333,0.871377
34.74,0.890278,0.876515
34.75,0.890222,0.880551
34.76,0.890167,0.888075
34.77,0.890111,0.891064
34.78,0.890056,0.888844
34.79,0.890000,0.885641
34.80,0.889944,0.887177
34.81,0.889889,0.884420
34.82,0.889833,0.884303
34.83,0.889778,0.884667
34.84,0.889722,0.882132
34.85,0.889667,0.886483
34.86,0.889611,0.883333
34.87,0.889556,0.883876
34.88,0.889500,0.886809
34.89,0.889444,0.886691
34.90,0.889389,0.883203
34.91,0.889333,0.881898
34.92,0.889278,0.882319
34.93,0.889222,0.880716
34.94,0.889167,0.882049
34.95,0.889111,0.876667
34.96,0.889056,0.874812
34.97,0.889000,0.878233
34.98,0.888944,0.879544
34.99,0.888889,0.883148
35.00,0.888889,0.884859
35.01,0.888889,0.884591
35.02,0.888889,0.878050
35.03,0.888889,0.875235
35.04,0.888889,0.877407
35.05,0.888889,0.883147
35.06,0.888889,0.887276
35.07,0.888889,0.888150
35.08,0.888889,0.882790
35.09,0.888889,0.885479
35.10,0.888889,0.885193
35.11,0.888889,0.884268
35.12,0.888889,0.885869
35.13,0.888889,0.887835
35.14,0.888889,0.886512
35.15,0.888889,0.890796
35.16,0.888889,0.886083
35.17,0.888889,0.880772
35.18,0.888889,0.879408
35.19,0.888889,0.878239
35.20,0.888889,0.878718
35.21,0.888889,0.881853
35.22,0.888889,0.883365
35.23,0.888889,0.879013
35.24,0.888889,0.873330
35.25,0.888889,0.875327
35.26,0.888889,0.869988
35.27,0.888889,0.875804
35.28,0.888889,0.877246
35.29,0.888889,0.880596
35.30,0.888889,0.881742
35.31,0.888889,0.875242
35.32,0.888889,0.877758
35.33,0.888889,0.875986
35.34,0.888889,0.875804
35.35,0.888889,0.877249
35.36,0.888889,0.881414
35.37,0.888889,0.882702
35.38,0.888889,0.884932
35.39,0.888889,0.882472
35.40,0.888889,0.878621
35.41,0.888889,0.873982
35.42,0.888889,0.879377
35.43,0.888889,0.880321
35.44,0.888889,0.876036
35.45,0.888889,0.872846
35.46,0.888889,0.872834
35.47,0.888889,0.875582
35.48,0.888889,0.874923
35.49,0.888889,0.875660
35.50,0.888889,0.875812
35.51,0.888889,0.873923
35.52,0.888889,0.873388
35.53,0.888889,0.870592
35.54,0.888889,0.876830
35.55,0.888889,0.872553
35.56,0.888889,0.870597
35.57,0.888889,0.870810
35.58,0.888889,0.873297
35.59,0.888889,0.880034
35.60,0.888889,0.876637
35.61,0.888889,0.878473
35.62,0.888889,0.880910
35.63,0.888889,0.885313
35.64,0.888889,0.880128
35.65,0.888889,0.884636
35.66,0.888889,0.884043
35.67,0.888889,0.880440
35.68,0.888889,0.882086
35.69,0.888889,0.885400
35.70,0.888889,0.878000
35.71,0.888889,0.879464
35.72,0.888889,0.880645
35.73,0.888889,0.882122
35.74,0.888889,0.881105
35.75,0.888889,0.873412
35.76,0.888889,0.880901
35.77,0.888889,0.884743
35.78,0.888889,0.884389
35.79,0.888889,0.884531
35.80,0.888889,0.882704
35.81,0.888889,0.884858
35.82,0.888889,0.887934
35.83,0.888889,0.893298
35.84,0.888889,0.889502
35.85,0.888889,0.894334
35.86,0.888889,0.893210
35.87,0.888889,0.889581
35.88,0.888889,0.891549
35.89,0.888889,0.890176
35.90,0.888889,0.887288
35.91,0.888889,0.887106
35.92,0.888889,0.882086
35.93,0.888889,0.882380
35.94,0.888889,0.875358
35.95,0.888889,0.875268
35.96,0.888889,0.870909
35.97,0.888889,0.869056
35.98,0.888889,0.865613
35.99,0.888889,0.867936
36.00,0.888889,0.875210
36.01,0.888889,0.873234
36.02,0.888889,0.875672
36.03,0.888889,0.870969
36.04,0.888889,0.867715
36.05,0.888889,0.863898
36.06,0.888889,0.860272
36.07,0.888889,0.856995
36.08,0.888889,0.858175
36.09,0.888889,0.858494
36.10,0.888889,0.855428
36.11,0.888889,0.853602
36.12,0.888889,0.848286
36.13,0.888889,0.845676
36.14,0.888889,0.848251
36.15,0.888889,0.856192
36.16,0.888889,0.851787
36.17,0.888889,0.853858
36.18,0.888889,0.853225
36.19,0.888889,0.853603
36.20,0.888889,0.852320
36.21,0.888889,0.854538
36.22,0.888889,0.859172
36.23,0.888889,0.862107
36.24,0.888889,0.860085
36.25,0.888889,0.858944
36.26,0.888889,0.858336
36.27,0.888889,0.861378
36.28,0.888889,0.868300
36.29,0.888889,0.869814
36.30,0.888889,0.871037
36.31,0.888889,0.870327
36.32,0.888889,0.869715
36.33,0.888889,0.868791
36.34,0.888889,0.869138
36.35,0.888889,0.867154
36.36,0.888889,0.868704
36.37,0.888889,0.870704
36.38,0.888889,0.873475
36.39,0.888889,0.870952
36.40,0.888889,0.867176
36.41,0.888889,0.868808
36.42,0.888889,0.866667
36.43,0.888889,0.861356
36.44,0.888889,0.862498
36.45,0.888889,0.865346
36.46,0.888889,0.865541
36.47,0.888889,0.861665
36.48,0.888889,0.861962
36.49,0.888889,0.860180
36.50,0.888889,0.860274
36.51,0.888889,0.863189
36.52,0.888889,0.863694
36.53,0.888889,0.863771
36.54,0.888889,0.863766
36.55,0.888889,0.863590
36.56,0.888889,0.871398
36.57,0.888889,0.869425
36.58,0.888889,0.869254
36.59,0.888889,0.870169
36.60,0.888889,0.872634
36.61,0.888889,0.866296
36.62,0.888889,0.861473
36.63,0.888889,0.861117
36.64,0.888889,0.863012
36.65,0.888889,0.869350
36.66,0.888889,0.871508
36.67,0.888889,0.871941
36.68,0.888889,0.868446
36.69,0.888889,0.862305
36.70,0.888889,0.860340
36.71,0.888889,0.863432
36.72,0.888889,0.868098
36.73,0.888889,0.868961
36.74,0.888889,0.867218
36.75,0.888889,0.872697
36.76,0.888889,0.875681
36.77,0.888889,0.872907
36.78,0.888889,0.872134
36.79,0.888889,0.870716
36.80,0.888889,0.873678
36.81,0.888889,0.878224
36.82,0.888889,0.880724
36.83,0.888889,0.875546
36.84,0.888889,0.872273
36.85,0.888889,0.874522
36.86,0.888889,0.878046
36.87,0.888889,0.879962
36.88,0.888889,0.882661
36.89,0.888889,0.880599
36.90,0.888889,0.885202
36.91,0.888889,0.883314
36.92,0.888889,0.882316
36.93,0.888889,0.888295
36.94,0.888889,0.888160
36.95,0.888889,0.882250
36.96,0.888889,0.883544
36.97,0.888889,0.883212
36.98,0.888889,0.879287
36.99,0.888889,0.886955
37.00,0.888889,0.893729
37.01,0.888889,0.887985
37.02,0.888889,0.892135
37.03,0.888889,0.899014
37.04,0.888889,0.897642
37.05,0.888889,0.898491
37.06,0.888889,0.892773
37.07,0.888889,0.894270
37.08,0.888889,0.894964
37.09,0.888889,0.894465
37.10,0.888889,0.898432
37.11,0.888889,0.898090
37.12,0.888889,0.895316
37.13,0.888889,0.897666
37.14,0.888889,0.905408
37.15,0.888889,0.907125
37.16,0.888889,0.911987
37.17,0.888889,0.908802
37.18,0.888889,0.903528
37.19,0.888889,0.904291
37.20,0.888889,0.904363
37.21,0.888889,0.898963
37.22,0.888889,0.900031
37.23,0.888889,0.899134
37.24,0.888889,0.897762
37.25,0.888889,0.901059
37.26,0.888889,0.898700
37.27,0.888889,0.894558
37.28,0.888889,0.897023
37.29,0.888889,0.898911
37.30,0.888889,0.894340
37.31,0.888889,0.893786
37.32,0.888889,0.890628
37.33,0.888889,0.894900
37.34,0.888889,0.890866
37.35,0.888889,0.889317
37.36,0.888889,0.888822
37.37,0.888889,0.889860
37.38,0.888889,0.888761
37.39,0.888889,0.890052
37.40,0.888889,0.883623
37.41,0.888889,0.885493
37.42,0.888889,0.883249
37.43,0.888889,0.877946
37.44,0.888889,0.877025
37.45,0.888889,0.871311
37.46,0.888889,0.874976
37.47,0.888889,0.879379
37.48,0.888889,0.883235
37.49,0.888889,0.884183
37.50,0.888889,0.887728
37.51,0.888889,0.882283
37.52,0.888889,0.890030
37.53,0.888889,0.889933
37.54,0.888889,0.892634
37.55,0.888889,0.896184
37.56,0.888889,0.897683
37.57,0.888889,0.898885
37.58,0.888889,0.898532
37.59,0.888889,0.903694
37.60,0.888889,0.899042
37.61,0.888889,0.901308
37.62,0.888889,0.907065
37.63,0.888889,0.910449
37.64,0.888889,0.910426
37.65,0.888889,0.908794
37.66,0.888889,0.907465
37.67,0.888889,0.909822
37.68,0.888889,0.911009
37.69,0.888889,0.914196
37.70,0.888889,0.910494
37.71,0.888889,0.910976
37.72,0.888889,0.908562
37.73,0.888889,0.910464
37.74,0.888889,0.910442
37.75,0.888889,0.915941
37.76,0.888889,0.918220
37.77,0.888889,0.911334
37.78,0.888889,0.907712
37.79,0.888889,0.904707
37.80,0.888889,0.901964
37.81,0.888889,0.896664
37.82,0.888889,0.892624
37.83,0.888889,0.890917
37.84,0.888889,0.892411
37.85,0.888889,0.892923
37.86,0.888889,0.891716
37.87,0.888889,0.886452
37.88,0.888889,0.879385
37.89,0.888889,0.879765
37.90,0.888889,0.875194
37.91,0.888889,0.878346
37.92,0.888889,0.883024
37.93,0.888889,0.883641
37.94,0.888889,0.884841
37.95,0.888889,0.882248
37.96,0.888889,0.880329
37.97,0.888889,0.886403
37.98,0.888889,0.887347
37.99,0.888889,0.889370
38.00,0.888889,0.888865
38.01,0.888889,0.884357
38.02,0.888889,0.878702
38.03,0.888889,0.874494
38.04,0.888889,0.873740
38.05,0.888889,0.875919
38.06,0.888889,0.874271
38.07,0.888889,0.874554
38.08,0.888889,0.879956
38.09,0.888889,0.875534
38.10,0.888889,0.874410
38.11,0.888889,0.869553
38.12,0.888889,0.868263
38.13,0.888889,0.866583
38.14,0.888889,0.866063
38.15,0.888889,0.865131
38.16,0.888889,0.865773
38.17,0.888889,0.865024
38.18,0.888889,0.867978
38.19,0.888889,0.865875
38.20,0.888889,0.869402
38.21,0.888889,0.868193
38.22,0.888889,0.866764
38.23,0.888889,0.867184
38.24,0.888889,0.866212
38.25,0.888889,0.868447
38.26,0.888889,0.868639
38.27,0.888889,0.868052
38.28,0.888889,0.866372
38.29,0.888889,0.870489
38.30,0.888889,0.878433
38.31,0.888889,0.886742
38.32,0.888889,0.884157
38.33,0.888889,0.886889
38.34,0.888889,0.886278
38.35,0.888889,0.884912
38.36,0.888889,0.884439
38.37,0.888889,0.883210
38.38,0.888889,0.886401
38.39,0.888889,0.886574
38.40,0.888889,0.884681
38.41,0.888889,0.887233
38.42,0.888889,0.884636
38.43,0.888889,0.881682
38.44,0.888889,0.888366
38.45,0.888889,0.891496
38.46,0.888889,0.891005
38.47,0.888889,0.893883
38.48,0.888889,0.897108
38.49,0.888889,0.895930
38.50,0.888889,0.901853
38.51,0.888889,0.902774
38.52,0.888889,0.899275
38.53,0.888889,0.898123
38.54,0.888889,0.895450
38.55,0.888889,0.892165
38.56,0.888889,0.888375
38.57,0.888889,0.888318
38.58,0.888889,0.886456
38.59,0.888889,0.886110
38.60,0.888889,0.883450
38.61,0.888889,0.883202
38.62,0.888889,0.889255
38.63,0.888889,0.885810
38.64,0.888889,0.883243
38.65,0.888889,0.889298
38.66,0.888889,0.892842
38.67,0.888889,0.898005
38.68,0.888889,0.895328
38.69,0.888889,0.891173
38.70,0.888889,0.894142
38.71,0.888889,0.894600
38.72,0.888889,0.891071
38.73,0.888889,0.884623
38.74,0.888889,0.878628
38.75,0.888889,0.880598
38.76,0.888889,0.882509
38.77,0.888889,0.888683
38.78,0.888889,0.895452
38.79,0.888889,0.892584
38.80,0.888889,0.893528
38.81,0.888889,0.900500
38.82,0.888889,0.900334
38.83,0.888889,0.905545
38.84,0.888889,0.905405
38.85,0.888889,0.903363
38.86,0.888889,0.908575
38.87,0.888889,0.905570
38.88,0.888889,0.901441
38.89,0.888889,0.896740
38.90,0.888889,0.898164
38.91,0.888889,0.896598
38.92,0.888889,0.893257
38.93,0.888889,0.888891
38.94,0.888889,0.894720
38.95,0.888889,0.891957
38.96,0.888889,0.893179
38.97,0.888889,0.895669
38.98,0.888889,0.899736
38.99,0.888889,0.894561
39.00,0.888889,0.894839
39.01,0.888889,0.893811
39.02,0.888889,0.896460
39.03,0.888889,0.890516
39.04,0.888889,0.888401
39.05,0.888889,0.887306
39.06,0.888889,0.885196
39.07,0.888889,0.886718
39.08,0.888889,0.886193
39.09,0.888889,0.884122
39.10,0.888889,0.884109
39.11,0.888889,0.885756
39.12,0.888889,0.881867
39.13,0.888889,0.883755
39.14,0.888889,0.881404
39.15,0.888889,0.878687
39.16,0.888889,0.880234
39.17,0.888889,0.883298
39.18,0.888889,0.883136
39.19,0.888889,0.879665
39.20,0.888889,0.880048
39.21,0.888889,0.886174
39.22,0.888889,0.881480
39.23,0.888889,0.883115
39.24,0.888889,0.882782
39.25,0.888889,0.879585
39.26,0.888889,0.876745
39.27,0.888889,0.874430
39.28,0.888889,0.874711
39.29,0.888889,0.877868
39.30,0.888889,0.876655
39.31,0.888889,0.874339
39.32,0.888889,0.877507
39.33,0.888889,0.882241
39.34,0.888889,0.880717
39.35,0.888889,0.878801
39.36,0.888889,0.880438
39.37,0.888889,0.880283
39.38,0.888889,0.884587
39.39,0.888889,0.881680
39.40,0.888889,0.886032
39.41,0.888889,0.891388
39.42,0.888889,0.889849
39.43,0.888889,0.890371
39.44,0.888889,0.891222
39.45,0.888889,0.890298
39.46,0.888889,0.892726
39.47,0.888889,0.887117
39.48,0.888889,0.883080
39.49,0.888889,0.884942
39.50,0.888889,0.882198
39.51,0.888889,0.882162
39.52,0.888889,0.882126
39.53,0.888889,0.881132
39.54,0.888889,0.879811
39.55,0.888889,0.872836
39.56,0.888889,0.878694
39.57,0.888889,0.880081
39.58,0.888889,0.880548
39.59,0.888889,0.878547
39.60,0.888889,0.882656
39.61,0.888889,0.883306
39.62,0.888889,0.878318
39.63,0.888889,0.881732
39.64,0.888889,0.884688
39.65,0.888889,0.884831
39.66,0.888889,0.887871
39.67,0.888889,0.888977
39.68,0.888889,0.884425
39.69,0.888889,0.887389
39.70,0.888889,0.889119
39.71,0.888889,0.886756
39.72,0.888889,0.893167
39.73,0.888889,0.889366
39.74,0.888889,0.894821
39.75,0.888889,0.892019
39.76,0.888889,0.896161
39.77,0.888889,0.894726
39.78,0.888889,0.893423
39.79,0.888889,0.893130
39.80,0.888889,0.897419
39.81,0.888889,0.904922
39.82,0.888889,0.897146
39.83,0.888889,0.893127
39.84,0.888889,0.892932
39.85,0.888889,0.890097
39.86,0.888889,0.894658
39.87,0.888889,0.895470
39.88,0.888889,0.892641
39.89,0.888889,0.888666
39.90,0.888889,0.888512
39.91,0.888889,0.888186
39.92,0.888889,0.885404
39.93,0.888889,0.885172
39.94,0.888889,0.878691
39.95,0.888889,0.879993
39.96,0.888889,0.878609
39.97,0.888889,0.873030
39.98,0.888889,0.868857
39.99,0.888889,0.870200
40.00,0.888833,0.865349
40.01,0.888778,0.864092
40.02,0.888722,0.858984
40.03,0.888667,0.864272
40.04,0.888611,0.863304
40.05,0.888556,0.867222
40.06,0.888500,0.867749
40.07,0.888444,0.862518
40.08,0.888389,0.864251
40.09,0.888333,0.864864
40.10,0.888278,0.862809
40.11,0.888222,0.863553
40.12,0.888167,0.861002
40.13,0.888111,0.863484
40.14,0.888056,0.856774
40.15,0.888000,0.859024
40.16,0.887944,0.855455
40.17,0.887889,0.860842
40.18,0.887833,0.862968
40.19,0.887778,0.862897
40.20,0.887722,0.865486
40.21,0.887667,0.867283
40.22,0.887611,0.864153
40.23,0.887556,0.866256
40.24,0.887500,0.864039
40.25,0.887444,0.865789
40.26,0.887389,0.863410
40.27,0.887333,0.864115
40.28,0.887278,0.863995
40.29,0.887222,0.862636
40.30,0.887167,0.861139
40.31,0.887111,0.857027
40.32,0.887056,0.859154
40.33,0.887000,0.858732
40.34,0.886944,0.862496
40.35,0.886889,0.857975
40.36,0.886833,0.855636
40.37,0.886778,0.859932
40.38,0.886722,0.856905
40.39,0.886667,0.855035
40.40,0.886611,0.856242
40.41,0.886556,0.849943
40.42,0.886500,0.847034
40.43,0.886444,0.841549
40.44,0.886389,0.844941
40.45,0.886333,0.847867
40.46,0.886278,0.843325
40.47,0.886222,0.848078
40.48,0.886167,0.849480
40.49,0.886111,0.844259
40.50,0.886056,0.845068
40.51,0.886000,0.842024
40.52,0.885944,0.838717
40.53,0.885889,0.840578
40.54,0.885833,0.839266
40.55,0.885778,0.841730
40.56,0.885722,0.842782
40.57,0.885667,0.840330
40.58,0.885611,0.835727
40.59,0.885556,0.837144
40.60,0.885500,0.842079
40.61,0.885444,0.845970
40.62,0.885389,0.850360
40.63,0.885333,0.849888
40.64,0.885278,0.843099
40.65,0.885222,0.847571
40.66,0.885167,0.851101
40.67,0.885111,0.853984
40.68,0.885056,0.855350
40.69,0.885000,0.852664
40.70,0.884944,0.856482
40.71,0.884889,0.857320
40.72,0.884833,0.855008
40.73,0.884778,0.856249
40.74,0.884722,0.856648
40.75,0.884667,0.853727
40.76,0.884611,0.856432
40.77,0.884556,0.851635
40.78,0.884500,0.847790
40.79,0.884444,0.849245
40.80,0.884389,0.853603
40.81,0.884333,0.855052
40.82,0.884278,0.854576
